ref_code,obs_id,batch,sample_type,reads_name,seq_run_ro_crate_fname,forward_read_fname,backward_read_fname,run_status,version,date_started,system_run,output_loc,output_size
EMOBON00546,MarBIo,003-0,sediment,DBQ_AAABOSTA_1_HKYCCDRX3.UDI366-BID16,,,,,,,,,
EMOBON00254,EMT21,003-1,sediment,,,,,,,,,,
EMOBON00255,EMT21,003-1,sediment,,,,,,,,,,
EMOBON00256,EMT21 ,003-1,sediment,,,,,,,,,,
EMOBON00257,EMT21 ,003-1,sediment,,,,,,,,,,
EMOBON00258,BPNS,003-1,sediment,DBM_AAAAOSTA_1_HGVH5DRX3.UDI363-BID02,,,,,,,,,
EMOBON00258,BPNS,003-1,sediment,DBM_AAASOSTA_1_HKYCCDRX3.UDI365-BID02,,,,,,,,,
EMOBON00259,BPNS,003-1,sediment,DBM_AAAPOSTA_1_HGVH5DRX3.UDI364-BID11,,,,,,,,,
EMOBON00259,BPNS,003-1,sediment,DBM_AABHOSTA_1_HKYCCDRX3.UDI366-BID11,,,,,,,,,
EMOBON00260,BPNS,003-1,sediment,DBM_AABKOSTA_2_HLLHNDRX3.UDI207-BID01,,,,,,,,,
EMOBON00260,BPNS,003-1,sediment,DBM_AABIOSTA_1_HKYCCDRX3.UDI366-BID13,,,,,,,,,
EMOBON00261,BPNS,003-1,sediment,DBM_AAAROSTA_1_HGVH5DRX3.UDI364-BID15,,,,,,,,,
EMOBON00261,BPNS,003-1,sediment,DBM_AABJOSTA_1_HKYCCDRX3.UDI366-BID15,,,,,,,,,
EMOBON00262,,003-1,sediment,,,,,,,,,,
EMOBON00263,,003-1,sediment,,,,,,,,,,
EMOBON00264,,003-1,sediment,,,,,,,,,,
EMOBON00265,,003-1,sediment,,,,,,,,,,
EMOBON00266,,003-1,sediment,,,,,,,,,,
EMOBON00267,,003-1,sediment,,,,,,,,,,
EMOBON00268,,003-1,sediment,,,,,,,,,,
EMOBON00561,1 - 29/12/21,003-2,sediment,DBQ_AAVPOSTA_2_H5FGYDRX5.UDI304-BID16,,,,,,,,,
EMOBON00561,1 - 29/12/21,003-2,sediment,DBQ_AARSOSTA_1_H3KVNDRX5.UDI290-BID16,,,,,,,,,
EMOBON00562,1 - 29/12/21,003-2,sediment,DBQ_AAJAOSTA_2_H3KVNDRX5.UDI317-BID02,,,,,,,,,
EMOBON00562,1 - 29/12/21,003-2,sediment,DBQ_AALZOSTA_1_H3L7NDRX5.UDI291-BID02,,,,,,,,,
EMOBON00562,1 - 29/12/21,003-2,sediment,DBQ_AALZOSTA_1_H55TTDRX5.UDI085-BID02,,,,,,,,,
EMOBON00563,1 - 29/12/21,003-2,sediment,DBQ_AACEOSTA_1_HW5CMDRX3.UDI086-BID04,,,,,,,,,
EMOBON00563,1 - 29/12/21,003-2,sediment,DBQ_AAFOOSTA_1_HLLHNDRX3.UDI085-BID04,,,,,,,,,
EMOBON00564,1 - 29/12/21,003-2,sediment,DBQ_AACFOSTA_1_HW5CMDRX3.UDI027-BID04,,,,,,,,,
EMOBON00564,1 - 29/12/21,003-2,sediment,DBQ_AAIIOSTA_1_HLLHNDRX3.UDI014-BID01,,,,,,,,,
EMOBON00565,1 - 29/12/21,003-2,sediment,DBQ_AAIROSTA_1_HW5CMDRX3.UDI003-BID08,,,,,,,,,
EMOBON00565,1 - 29/12/21,003-2,sediment,DBQ_AAFQOSTA_2_HW5CMDRX3.UDI050-BID04,,,,,,,,,
EMOBON00566,1 - 29/12/21,003-2,sediment,DBQ_AAISOSTA_1_HW5CMDRX3.UDI003-BID09,,,,,,,,,
EMOBON00566,1 - 29/12/21,003-2,sediment,DBQ_AAFROSTA_1_HLLHNDRX3.UDI073-BID04,,,,,,,,,
EMOBON00567,2 - 03/01/22,003-2,sediment,DBQ_AAWGOSTA_1_H3L7NDRX5.UDI327-BID08,,,,,,,,,
EMOBON00567,2 - 03/01/22,003-2,sediment,DBQ_AARTOSTA_1_H3KVNDRX5.UDI302-BID16,,,,,,,,,
EMOBON00567,2 - 03/01/22,003-2,sediment,DBQ_AAWGOSTA_1_H55TTDRX5.UDI037-BID08,,,,,,,,,
EMOBON00568,2 - 03/01/22,003-2,sediment,DBQ_AAWHOSTA_1_H3L7NDRX5.UDI327-BID09,,,,,,,,,
EMOBON00568,2 - 03/01/22,003-2,sediment,DBQ_AARUOSTA_1_H3KVNDRX5.UDI325-BID16,,,,,,,,,
EMOBON00568,2 - 03/01/22,003-2,sediment,DBQ_AAWHOSTA_1_H55TTDRX5.UDI025-BID09,,,,,,,,,
EMOBON00569,2 - 03/01/22,003-2,sediment,DBQ_AATEOSTA_2_H5FGYDRX5.UDI316-BID02,,,,,,,,,
EMOBON00569,2 - 03/01/22,003-2,sediment,DBQ_AAPHOSTA_1_H3KVNDRX5.UDI302-BID02,,,,,,,,,
EMOBON00569,2 - 03/01/22,003-2,sediment,DBQ_AATEOSTA_1_H55TTDRX5.UDI025-BID02,,,,,,,,,
EMOBON00570,2 - 03/01/22,003-2,sediment,DBQ_AATFOSTA_2_H5FGYDRX5.UDI328-BID02,,,,,,,,,
EMOBON00570,2 - 03/01/22,003-2,sediment,DBQ_AAPIOSTA_1_H3KVNDRX5.UDI325-BID02,,,,,,,,,
EMOBON00571,2 - 03/01/22,003-2,sediment,DBQ_AAVWOSTA_1_H3L7NDRX5.UDI315-BID02,,,,,,,,,
EMOBON00571,2 - 03/01/22,003-2,sediment,DBQ_AAPJOSTA_2_HW5CMDRX3.UDI289-BID02,,,,,,,,,
EMOBON00572,2 - 03/01/22,003-2,sediment,DBQ_AATHOSTA_1_H3L7NDRX5.UDI339-BID02,,,,,,,,,
EMOBON00572,2 - 03/01/22,003-2,sediment,DBQ_AAPKOSTA_1_H3KVNDRX5.UDI373-BID02,,,,,,,,,
EMOBON00573,3 - 05/01/22,003-2,sediment,DBQ_AAJBOSTA_2_H3KVNDRX5.UDI329-BID02,,,,,,,,,
EMOBON00573,3 - 05/01/22,003-2,sediment,DBQ_AAMAOSTA_1_H3KVNDRX5.UDI361-BID02,,,,,,,,,
EMOBON00573,3 - 05/01/22,003-2,sediment,DBQ_AAMAOSTA_1_H55TTDRX5.UDI049-BID02,,,,,,,,,
EMOBON00574,3 - 05/01/22,003-2,sediment,DBQ_AAJEOSTA_2_H5FGYDRX5.UDI364-BID04,,,,,,,,,
EMOBON00574,3 - 05/01/22,003-2,sediment,DBQ_AAMDOSTA_1_H3L7NDRX5.UDI338-BID04,,,,,,,,,
EMOBON00575,3 - 05/01/22,003-2,sediment,DBQ_AATIOSTA_2_H5FGYDRX5.UDI363-BID04,,,,,,,,,
EMOBON00575,3 - 05/01/22,003-2,sediment,DBQ_AAPLOSTA_2_HW5CMDRX3.UDI313-BID04,,,,,,,,,
EMOBON00576,3 - 05/01/22,003-2,sediment,DBQ_AATJOSTA_1_H3L7NDRX5.UDI375-BID04,,,,,,,,,
EMOBON00576,3 - 05/01/22,003-2,sediment,DBQ_AAPMOSTA_2_HW5CMDRX3.UDI301-BID04,,,,,,,,,
EMOBON00577,3 - 05/01/22,003-2,sediment,DBQ_AATKOSTA_2_H5FGYDRX5.UDI292-BID04,,,,,,,,,
EMOBON00577,3 - 05/01/22,003-2,sediment,DBQ_AAPNOSTA_1_H3KVNDRX5.UDI337-BID04,,,,,,,,,
EMOBON00578,3 - 05/01/22,003-2,sediment,DBQ_AATLOSTA_2_H5FGYDRX5.UDI351-BID04,,,,,,,,,
EMOBON00578,3 - 05/01/22,003-2,sediment,DBQ_AAPOOSTA_1_H3KVNDRX5.UDI290-BID04,,,,,,,,,
EMOBON00579,1- 13/03/22,003-2,sediment,DBQ_AAJCOSTA_2_H5FGYDRX5.UDI340-BID04,,,,,,,,,
EMOBON00579,1- 13/03/22,003-2,sediment,DBQ_AAMBOSTA_1_H3KVNDRX5.UDI314-BID04,,,,,,,,,
EMOBON00580,1- 13/03/22,003-2,sediment,DBQ_AATQOSTA_2_H5FGYDRX5.UDI363-BID05,,,,,,,,,
EMOBON00580,1- 13/03/22,003-2,sediment,DBQ_AAPTOSTA_2_HW5CMDRX3.UDI313-BID05,,,,,,,,,
EMOBON00581,1- 13/03/22,003-2,sediment,DBQ_AAVXOSTA_1_H3L7NDRX5.UDI315-BID04,,,,,,,,,
EMOBON00581,1- 13/03/22,003-2,sediment,DBQ_AAPPOSTA_1_H3KVNDRX5.UDI302-BID04,,,,,,,,,
EMOBON00582,1- 13/03/22,003-2,sediment,DBQ_AATNOSTA_2_H5FGYDRX5.UDI328-BID04,,,,,,,,,
EMOBON00582,1- 13/03/22,003-2,sediment,DBQ_AAPQOSTA_1_H3KVNDRX5.UDI325-BID04,,,,,,,,,
EMOBON00583,1- 13/03/22,003-2,sediment,DBQ_AAVYOSTA_1_H3L7NDRX5.UDI315-BID05,,,,,,,,,
EMOBON00583,1- 13/03/22,003-2,sediment,DBQ_AAPROSTA_2_HW5CMDRX3.UDI289-BID04,,,,,,,,,
EMOBON00584,1- 13/03/22,003-2,sediment,DBQ_AAVZOSTA_1_H3L7NDRX5.UDI315-BID08,,,,,,,,,
EMOBON00584,1- 13/03/22,003-2,sediment,DBQ_AAPSOSTA_1_H3KVNDRX5.UDI373-BID04,,,,,,,,,
EMOBON00584,1- 13/03/22,003-2,sediment,DBQ_AAVZOSTA_1_H55TTDRX5.UDI013-BID08,,,,,,,,,
EMOBON00585,2- 22/03/22,003-2,sediment,DBQ_AAJFOSTA_2_H5FGYDRX5.UDI376-BID04,,,,,,,,,
EMOBON00585,2- 22/03/22,003-2,sediment,DBQ_AAMEOSTA_1_H3L7NDRX5.UDI350-BID04,,,,,,,,,
EMOBON00586,2- 22/03/22,003-2,sediment,DBQ_AAWAOSTA_1_H3L7NDRX5.UDI315-BID09,,,,,,,,,
EMOBON00586,2- 22/03/22,003-2,sediment,DBQ_AAPUOSTA_2_HW5CMDRX3.UDI301-BID05,,,,,,,,,
EMOBON00586,2- 22/03/22,003-2,sediment,DBQ_AAWAOSTA_1_H55TTDRX5.UDI037-BID09,,,,,,,,,
EMOBON00587,2- 22/03/22,003-2,sediment,,,,,,,,,,
EMOBON00587,2- 22/03/22,003-2,sediment,,,,,,,,,,
EMOBON00588,2- 22/03/22,003-2,sediment,DBQ_AAWCOSTA_1_H3L7NDRX5.UDI327-BID01,,,,,,,,,
EMOBON00588,2- 22/03/22,003-2,sediment,DBQ_AAQWOSTA_1_H3KVNDRX5.UDI325-BID11,,,,,,,,,
EMOBON00589,2- 22/03/22,003-2,sediment,,,,,,,,,,
EMOBON00589,2- 22/03/22,003-2,sediment,,,,,,,,,,
EMOBON00590,2- 22/03/22,003-2,sediment,,,,,,,,,,
EMOBON00590,2- 22/03/22,003-2,sediment,DBQ_AASLOSTA_1_H3L7NDRX5.UDI303-BID05,,,,,,,,,
EMOBON00591,3- 25/03/22,003-2,sediment,DBQ_AAJGOSTA_2_H3KVNDRX5.UDI293-BID04,,,,,,,,,
EMOBON00591,3- 25/03/22,003-2,sediment,DBQ_AAMFOSTA_1_H3L7NDRX5.UDI362-BID04,,,,,,,,,
EMOBON00592,3- 25/03/22,003-2,sediment,DBQ_AAJDOSTA_2_H5FGYDRX5.UDI352-BID04,,,,,,,,,
EMOBON00592,3- 25/03/22,003-2,sediment,DBQ_AAMCOSTA_1_H3KVNDRX5.UDI326-BID04,,,,,,,,,
EMOBON00593,3- 25/03/22,003-2,sediment,,,,,,,,,,
EMOBON00593,3- 25/03/22,003-2,sediment,DBQ_AASMOSTA_1_H3L7NDRX5.UDI303-BID08,,,,,,,,,
EMOBON00594,3- 25/03/22,003-2,sediment,DBQ_AAWDOSTA_1_H3L7NDRX5.UDI327-BID02,,,,,,,,,
EMOBON00594,3- 25/03/22,003-2,sediment,DBQ_AARAOSTA_2_HW5CMDRX3.UDI301-BID13,,,,,,,,,
EMOBON00595,3- 25/03/22,003-2,sediment,DBQ_AAWEOSTA_1_H3L7NDRX5.UDI327-BID04,,,,,,,,,
EMOBON00595,3- 25/03/22,003-2,sediment,DBQ_AARBOSTA_1_H3KVNDRX5.UDI337-BID13,,,,,,,,,
EMOBON00596,3- 25/03/22,003-2,sediment,,,,,,,,,,
EMOBON00596,3- 25/03/22,003-2,sediment,,,,,,,,,,
EMOBON00600,,003-2,sediment,,,,,,,,,,
EMOBON00600,,003-2,sediment,,,,,,,,,,
EMOBON00601,,003-2,sediment,,,,,,,,,,
EMOBON00601,,003-2,sediment,,,,,,,,,,
EMOBON00602,,003-2,sediment,DBQ_AAWIOSTA_1_H3L7NDRX5.UDI327-BID11,,,,,,,,,
EMOBON00602,,003-2,sediment,DBQ_AARXOSTA_2_HW5CMDRX3.UDI313-BID17,,,,,,,,,
EMOBON00603,,003-2,sediment,DBQ_AAUZOSTA_1_H3L7NDRX5.UDI339-BID13,,,,,,,,,
EMOBON00603,,003-2,sediment,DBQ_AARCOSTA_1_H3KVNDRX5.UDI290-BID13,,,,,,,,,
EMOBON00604,,003-2,sediment,,,,,,,,,,
EMOBON00604,,003-2,sediment,,,,,,,,,,
EMOBON00605,,003-2,sediment,DBQ_AAUGOSTA_2_H5FGYDRX5.UDI363-BID09,,,,,,,,,
EMOBON00605,,003-2,sediment,DBQ_AAQJOSTA_2_HW5CMDRX3.UDI313-BID09,,,,,,,,,
EMOBON00605,,003-2,sediment,DBQ_AAUGOSTA_1_H55TTDRX5.UDI001-BID09,,,,,,,,,
EMOBON00606,,003-2,sediment,DBQ_AAVAOSTA_2_H5FGYDRX5.UDI316-BID13,,,,,,,,,
EMOBON00606,,003-2,sediment,DBQ_AARDOSTA_1_H3KVNDRX5.UDI302-BID13,,,,,,,,,
EMOBON00607,,003-2,sediment,,,,,,,,,,
EMOBON00607,,003-2,sediment,,,,,,,,,,
EMOBON00608,,003-2,sediment,DBQ_AATTOSTA_2_H5FGYDRX5.UDI304-BID05,,,,,,,,,
EMOBON00608,,003-2,sediment,DBQ_AASHOSTA_1_H3KVNDRX5.UDI349-BID17,,,,,,,,,
EMOBON00608,,003-2,sediment,DBQ_AATTOSTA_1_H55TTDRX5.UDI025-BID05,,,,,,,,,
EMOBON00609,,003-2,sediment,DBQ_AATUOSTA_2_H5FGYDRX5.UDI316-BID05,,,,,,,,,
EMOBON00609,,003-2,sediment,DBQ_AAPXOSTA_1_H3KVNDRX5.UDI302-BID05,,,,,,,,,
EMOBON00610,,003-2,sediment,DBQ_AATVOSTA_2_H5FGYDRX5.UDI328-BID05,,,,,,,,,
EMOBON00610,,003-2,sediment,DBQ_AAPYOSTA_1_H3KVNDRX5.UDI325-BID05,,,,,,,,,
EMOBON00611,,003-2,sediment,DBQ_AATWOSTA_2_H5FGYDRX5.UDI351-BID05,,,,,,,,,
EMOBON00611,,003-2,sediment,DBQ_AAPZOSTA_2_HW5CMDRX3.UDI289-BID05,,,,,,,,,
EMOBON00612,,003-2,sediment,DBQ_AATXOSTA_1_H3L7NDRX5.UDI339-BID05,,,,,,,,,
EMOBON00612,,003-2,sediment,DBQ_AAQAOSTA_1_H3KVNDRX5.UDI373-BID05,,,,,,,,,
EMOBON00613,,003-2,sediment,,,,,,,,,,
EMOBON00613,,003-2,sediment,DBQ_AAQBOSTA_2_HW5CMDRX3.UDI313-BID08,,,,,,,,,
EMOBON00618,,003-2,sediment,DBQ_AAJHOSTA_2_H3KVNDRX5.UDI305-BID04,,,,,,,,,
EMOBON00618,,003-2,sediment,DBQ_AAMGOSTA_1_H3L7NDRX5.UDI374-BID04,,,,,,,,,
EMOBON00619,,003-2,sediment,DBQ_AAJIOSTA_2_H3KVNDRX5.UDI317-BID04,,,,,,,,,
EMOBON00619,,003-2,sediment,DBQ_AARYOSTA_1_H3KVNDRX5.UDI349-BID02,,,,,,,,,
EMOBON00620,,003-2,sediment,DBQ_AAJJOSTA_2_H3KVNDRX5.UDI329-BID04,,,,,,,,,
EMOBON00620,,003-2,sediment,DBQ_AARZOSTA_1_H3KVNDRX5.UDI349-BID04,,,,,,,,,
EMOBON00621,,003-2,sediment,DBQ_AATZOSTA_1_H3L7NDRX5.UDI375-BID08,,,,,,,,,
EMOBON00621,,003-2,sediment,DBQ_AAQCOSTA_2_HW5CMDRX3.UDI301-BID08,,,,,,,,,
EMOBON00622,,003-2,sediment,DBQ_AAUAOSTA_2_H5FGYDRX5.UDI292-BID08,,,,,,,,,
EMOBON00622,,003-2,sediment,DBQ_AAQDOSTA_1_H3KVNDRX5.UDI337-BID08,,,,,,,,,
EMOBON00623,,003-2,sediment,DBQ_AAUBOSTA_2_H5FGYDRX5.UDI304-BID08,,,,,,,,,
EMOBON00623,,003-2,sediment,DBQ_AAQEOSTA_1_H3KVNDRX5.UDI290-BID08,,,,,,,,,
EMOBON00623,,003-2,sediment,DBQ_AAUBOSTA_1_H55TTDRX5.UDI001-BID08,,,,,,,,,
EMOBON00624,,003-2,sediment,DBQ_AAUCOSTA_2_H5FGYDRX5.UDI316-BID08,,,,,,,,,
EMOBON00624,,003-2,sediment,DBQ_AAQFOSTA_1_H3KVNDRX5.UDI302-BID08,,,,,,,,,
EMOBON00624,,003-2,sediment,DBQ_AAUCOSTA_1_H55TTDRX5.UDI025-BID08,,,,,,,,,
EMOBON00625,,003-2,sediment,DBQ_AAUDOSTA_2_H5FGYDRX5.UDI328-BID08,,,,,,,,,
EMOBON00625,,003-2,sediment,DBQ_AAQGOSTA_1_H3KVNDRX5.UDI325-BID08,,,,,,,,,
EMOBON00625,,003-2,sediment,DBQ_AAQGOSTA_1_H55TTDRX5.UDI061-BID08,,,,,,,,,
EMOBON00626,,003-2,sediment,DBQ_AAWBOSTA_1_H3L7NDRX5.UDI315-BID11,,,,,,,,,
EMOBON00626,,003-2,sediment,DBQ_AAQHOSTA_2_HW5CMDRX3.UDI289-BID08,,,,,,,,,
EMOBON00627,,003-2,sediment,DBQ_AAUFOSTA_1_H3L7NDRX5.UDI339-BID08,,,,,,,,,
EMOBON00627,,003-2,sediment,DBQ_AAQIOSTA_1_H3KVNDRX5.UDI373-BID08,,,,,,,,,
EMOBON00628,,003-2,sediment,DBQ_AAVEOSTA_2_H5FGYDRX5.UDI363-BID15,,,,,,,,,
EMOBON00628,,003-2,sediment,DBQ_AARHOSTA_2_HW5CMDRX3.UDI313-BID15,,,,,,,,,
EMOBON00629,,003-2,sediment,DBQ_AAVFOSTA_1_H3L7NDRX5.UDI375-BID15,,,,,,,,,
EMOBON00629,,003-2,sediment,DBQ_AARIOSTA_2_HW5CMDRX3.UDI301-BID15,,,,,,,,,
EMOBON00630,,003-2,sediment,DBQ_AAVGOSTA_2_H5FGYDRX5.UDI292-BID15,,,,,,,,,
EMOBON00630,,003-2,sediment,DBQ_AARJOSTA_1_H3KVNDRX5.UDI337-BID15,,,,,,,,,
EMOBON00631, VEN1,003-2,sediment,DBQ_AAINOSTA_1_HW5CMDRX3.UDI003-BID01,,,,,,,,,
EMOBON00631, VEN1,003-2,sediment,DBQ_AAEYOSTA_2_HW5CMDRX3.UDI074-BID01,,,,,,,,,
EMOBON00632, VEN1,003-2,sediment,DBQ_AABPOSTA_1_HW5CMDRX3.UDI027-BID01,,,,,,,,,
EMOBON00632, VEN1,003-2,sediment,DBQ_AAEZOSTA_2_HW5CMDRX3.UDI050-BID01,,,,,,,,,
EMOBON00633, VEN1,003-2,sediment,DBQ_AABQOSTA_1_HW5CMDRX3.UDI015-BID01,,,,,,,,,
EMOBON00633, VEN1,003-2,sediment,DBQ_AAFAOSTA_1_HLLHNDRX3.UDI002-BID01,,,,,,,,,
EMOBON00634, VEN2,003-2,sediment,,,,,,,,,,
EMOBON00634, VEN2,003-2,sediment,DBQ_AAFBOSTA_1_HLLHNDRX3.UDI026-BID01,,,,,,,,,
EMOBON00635, VEN2,003-2,sediment,,,,,,,,,,
EMOBON00635, VEN2,003-2,sediment,DBQ_AAFCOSTA_2_HW5CMDRX3.UDI062-BID01,,,,,,,,,
EMOBON00636, VEN2,003-2,sediment,DBQ_AAIQOSTA_1_HW5CMDRX3.UDI003-BID05,,,,,,,,,
EMOBON00636, VEN2,003-2,sediment,DBQ_AAFDOSTA_1_HLLHNDRX3.UDI073-BID01,,,,,,,,,
EMOBON00637, VEN3,003-2,sediment,DBQ_AABUOSTA_1_HW5CMDRX3.UDI075-BID01,,,,,,,,,
EMOBON00637, VEN3,003-2,sediment,DBQ_AAFEOSTA_1_HLLHNDRX3.UDI085-BID01,,,,,,,,,
EMOBON00638, VEN3,003-2,sediment,DBQ_AABVOSTA_1_HW5CMDRX3.UDI087-BID01,,,,,,,,,
EMOBON00638, VEN3,003-2,sediment,DBQ_AAFFOSTA_1_HLLHNDRX3.UDI038-BID01,,,,,,,,,
EMOBON00639, VEN3,003-2,sediment,DBQ_AABWOSTA_1_HW5CMDRX3.UDI086-BID02,,,,,,,,,
EMOBON00639, VEN3,003-2,sediment,DBQ_AAFGOSTA_1_HLLHNDRX3.UDI026-BID02,,,,,,,,,
EMOBON00640,RAVH1,003-2,sediment,DBQ_AABXOSTA_1_HW5CMDRX3.UDI027-BID02,,,,,,,,,
EMOBON00640,RAVH1,003-2,sediment,DBQ_AAFHOSTA_2_HW5CMDRX3.UDI050-BID02,,,,,,,,,
EMOBON00641,RAVH1,003-2,sediment,DBQ_AABYOSTA_1_HW5CMDRX3.UDI015-BID02,,,,,,,,,
EMOBON00641,RAVH1,003-2,sediment,DBQ_AAFIOSTA_2_HW5CMDRX3.UDI062-BID02,,,,,,,,,
EMOBON00642,RAVH1,003-2,sediment,DBQ_AABZOSTA_1_HW5CMDRX3.UDI039-BID02,,,,,,,,,
EMOBON00642,RAVH1,003-2,sediment,DBQ_AAFJOSTA_1_HLLHNDRX3.UDI014-BID02,,,,,,,,,
EMOBON00643,RAVH2,003-2,sediment,DBQ_AACAOSTA_1_HW5CMDRX3.UDI051-BID02,,,,,,,,,
EMOBON00643,RAVH2,003-2,sediment,DBQ_AAFKOSTA_1_HLLHNDRX3.UDI073-BID02. DBQ_AAFKOSTA_2_H3KVNDRX5.UDI010-BID02,,,,,,,,,
EMOBON00644,RAVH2,003-2,sediment,DBQ_AACBOSTA_1_HW5CMDRX3.UDI063-BID02,,,,,,,,,
EMOBON00644,RAVH2,003-2,sediment,DBQ_AAFLOSTA_1_HLLHNDRX3.UDI038-BID02,,,,,,,,,
EMOBON00645,RAVH2,003-2,sediment,DBQ_AACCOSTA_1_HW5CMDRX3.UDI075-BID02,,,,,,,,,
EMOBON00645,RAVH2,003-2,sediment,DBQ_AAFMOSTA_1_HLLHNDRX3.UDI085-BID02,,,,,,,,,
EMOBON00646,RAVH3,003-2,sediment,DBQ_AACDOSTA_1_HW5CMDRX3.UDI087-BID02,,,,,,,,,
EMOBON00646,RAVH3,003-2,sediment,DBQ_AAFNOSTA_2_HW5CMDRX3.UDI074-BID02,,,,,,,,,
EMOBON00647,RAVH3,003-2,sediment,DBQ_AACIOSTA_1_HW5CMDRX3.UDI039-BID04,,,,,,,,,
EMOBON00647,RAVH3,003-2,sediment,DBQ_AAFSOSTA_1_HLLHNDRX3.UDI038-BID04,,,,,,,,,
EMOBON00648,RAVH3,003-2,sediment,DBQ_AACJOSTA_1_HW5CMDRX3.UDI051-BID04,,,,,,,,,
EMOBON00648,RAVH3,003-2,sediment,DBQ_AAFTOSTA_1_HLLHNDRX3.UDI026-BID04,,,,,,,,,
EMOBON00649,RAVM1,003-2,sediment,DBQ_AACKOSTA_1_HW5CMDRX3.UDI063-BID04,,,,,,,,,
EMOBON00649,RAVM1,003-2,sediment,DBQ_AAFUOSTA_2_HW5CMDRX3.UDI074-BID04,,,,,,,,,
EMOBON00650,RAVM1,003-2,sediment,DBQ_AACLOSTA_1_HW5CMDRX3.UDI087-BID04,,,,,,,,,
EMOBON00650,RAVM1,003-2,sediment,DBQ_AAFVOSTA_2_HW5CMDRX3.UDI062-BID04,,,,,,,,,
EMOBON00651,RAVM1,003-2,sediment,DBQ_AACMOSTA_1_HW5CMDRX3.UDI086-BID05,,,,,,,,,
EMOBON00651,RAVM1,003-2,sediment,DBQ_AAFWOSTA_1_HLLHNDRX3.UDI026-BID05,,,,,,,,,
EMOBON00652,RAVM2,003-2,sediment,DBQ_AACNOSTA_1_HW5CMDRX3.UDI027-BID05,,,,,,,,,
EMOBON00652,RAVM2,003-2,sediment,DBQ_AAFXOSTA_1_HLLHNDRX3.UDI002-BID05,,,,,,,,,
EMOBON00653,RAVM2,003-2,sediment,DBQ_AACOOSTA_1_HW5CMDRX3.UDI015-BID05,,,,,,,,,
EMOBON00653,RAVM2,003-2,sediment,DBQ_AAFYOSTA_1_HLLHNDRX3.UDI073-BID05,,,,,,,,,
EMOBON00654,RAVM2,003-2,sediment,DBQ_AAITOSTA_1_HW5CMDRX3.UDI003-BID11,,,,,,,,,
EMOBON00654,RAVM2,003-2,sediment,DBQ_AAFZOSTA_2_HW5CMDRX3.UDI074-BID05,,,,,,,,,
EMOBON00655,RAVM3,003-2,sediment,DBQ_AACQOSTA_1_HW5CMDRX3.UDI051-BID05,,,,,,,,,
EMOBON00655,RAVM3,003-2,sediment,DBQ_AAGAOSTA_1_HLLHNDRX3.UDI014-BID05,,,,,,,,,
EMOBON00656,RAVM3,003-2,sediment,DBQ_AACROSTA_1_HW5CMDRX3.UDI063-BID05,,,,,,,,,
EMOBON00656,RAVM3,003-2,sediment,DBQ_AAGBOSTA_1_HLLHNDRX3.UDI038-BID05,,,,,,,,,
EMOBON00657,RAVM3,003-2,sediment,DBQ_AADIOSTA_1_HW5CMDRX3.UDI075-BID09,,,,,,,,,
EMOBON00657,RAVM3,003-2,sediment,DBQ_AAGSOSTA_1_HLLHNDRX3.UDI002-BID09,,,,,,,,,
EMOBON00661,BasBIo,003-2,sediment,DBQ_AACWOSTA_1_HW5CMDRX3.UDI015-BID08,,,,,,,,,
EMOBON00661,BasBIo,003-2,sediment,DBQ_AAGGOSTA_1_HLLHNDRX3.UDI026-BID08,,,,,,,,,
EMOBON00662,BasBIo,003-2,sediment,DBQ_AACXOSTA_1_HW5CMDRX3.UDI039-BID08,,,,,,,,,
EMOBON00662,BasBIo,003-2,sediment,DBQ_AAGHOSTA_1_HLLHNDRX3.UDI085-BID08,,,,,,,,,
EMOBON00663,BasBIo,003-2,sediment,DBQ_AACYOSTA_1_HW5CMDRX3.UDI051-BID08,,,,,,,,,
EMOBON00663,BasBIo,003-2,sediment,DBQ_AAGIOSTA_2_HW5CMDRX3.UDI050-BID08,,,,,,,,,
EMOBON00664,BasBIo,003-2,sediment,DBQ_AACZOSTA_1_HW5CMDRX3.UDI063-BID08,,,,,,,,,
EMOBON00664,BasBIo,003-2,sediment,DBQ_AAGJOSTA_1_HLLHNDRX3.UDI002-BID08,,,,,,,,,
EMOBON00665,BasBIo,003-2,sediment,DBQ_AACSOSTA_1_HW5CMDRX3.UDI075-BID05,,,,,,,,,
EMOBON00665,BasBIo,003-2,sediment,DBQ_AAGCOSTA_2_HW5CMDRX3.UDI062-BID05,,,,,,,,,
EMOBON00666,BasBIo,003-2,sediment,DBQ_AACTOSTA_1_HW5CMDRX3.UDI087-BID05,,,,,,,,,
EMOBON00666,BasBIo,003-2,sediment,DBQ_AAGDOSTA_2_HW5CMDRX3.UDI050-BID05,,,,,,,,,
EMOBON00667,BasBIo,003-2,sediment,DBQ_AACUOSTA_1_HW5CMDRX3.UDI086-BID08,,,,,,,,,
EMOBON00667,BasBIo,003-2,sediment,DBQ_AAGEOSTA_2_HW5CMDRX3.UDI062-BID08,,,,,,,,,
EMOBON00668,BasBIo,003-2,sediment,DBQ_AACVOSTA_1_HW5CMDRX3.UDI027-BID08,,,,,,,,,
EMOBON00668,BasBIo,003-2,sediment,DBQ_AAGFOSTA_2_HW5CMDRX3.UDI074-BID08,,,,,,,,,
