ref_code,obs_id,batch,sample_type,reads_name,seq_run_ro_crate_fname,forward_read_fname,backward_read_fname,run_status,version,date_started,system_run,output_loc,output_size
EMOBON00316,MBAL4,003-0,filters,DBB_AAJIOSDA_1_HV3HNDSX7.UDI242,,,,,,,,,
EMOBON00317,MBAL4,003-0,filters,DBB_AAJJOSDA_2_HV3HNDSX7.UDI110,,,,,,,,,
EMOBON00318,MBAL4,003-0,filters,DBB_AAJKOSDA_2_HV3HNDSX7.UDI122,,,,,,,,,
EMOBON00319,MBAL4,003-0,filters,DBB_AAJLOSDA_1_HV3HNDSX7.UDI254,,,,,,,,,
EMOBON00320,MBAL4,003-0,filters,DBB_AAJMOSDA_1_HV3HNDSX7.UDI266,,,,,,,,,
EMOBON00321,AAOT,003-0,filters,DBB_AAJNOSDA_1_H5YH5DSXC.UDI329,,,,,,,,,
EMOBON00322,AAOT,003-0,filters,DBB_AAJOOSDA_1_H5YH5DSXC.UDI330,,,,,,,,,
EMOBON00323,AAOT,003-0,filters,DBB_AAJPOSDA_3_H5YGKDSXC.UDI331,,,,,,,,,
EMOBON00324,AAOT,003-0,filters,DBB_AAJQOSDA_3_H5YGKDSXC.UDI332,,,,,,,,,
EMOBON00325,AAOT,003-0,filters,DBB_AAJROSDA_2_HV3HNDSX7.UDI134,,,,,,,,,
EMOBON00326,AAOT,003-0,filters,DBB_AAJSOSDA_1_H5YH5DSXC.UDI333,,,,,,,,,
EMOBON00327,AAOT,003-0,filters,DBB_AAJTOSDA_1_HV3HNDSX7.UDI278,,,,,,,,,
EMOBON00328,AAOT,003-0,filters,,,,,,,,,,
EMOBON00329,AAOT,003-0,filters,DBB_AAJVOSDA_1_H5YH5DSXC.UDI297,,,,,,,,,
EMOBON00330,AAOT,003-0,filters,DBB_AAJWOSDA_2_HV3HNDSX7.UDI146,,,,,,,,,
EMOBON00331,AAOT,003-0,filters,DBB_AAJXOSDA_1_HV3HNDSX7.UDI195,,,,,,,,,
EMOBON00332,AAOT,003-0,filters,DBB_AAJYOSDA_1_HV3HNDSX7.UDI207,,,,,,,,,
EMOBON00333,AAOT,003-0,filters,DBB_AAJZOSDA_1_H5YH5DSXC.UDI334,,,,,,,,,
EMOBON00334,AAOT,003-0,filters,DBB_AAKAOSDA_2_HV3HNDSX7.UDI158,,,,,,,,,
EMOBON00335,AAOT,003-0,filters,DBB_AAKBOSDA_1_HV3HNDSX7.UDI219,,,,,,,,,
EMOBON00336,AAOT,003-0,filters,DBB_AAKCOSDA_1_HV3HNDSX7.UDI231,,,,,,,,,
EMOBON00337,VB,003-0,filters,DBB_AAKDOSDA_1_H5YH5DSXC.UDI298,,,,,,,,,
EMOBON00338,VB,003-0,filters,DBB_AAKEOSDA_1_H5YH5DSXC.UDI299,,,,,,,,,
EMOBON00339,VB,003-0,filters,DBB_AAKFOSDA_1_HV3HNDSX7.UDI243,,,,,,,,,
EMOBON00340,VB,003-0,filters,DBB_AAKGOSDA_3_H5YGKDSXC.UDI335,,,,,,,,,
EMOBON00341,VB,003-0,filters,DBB_AAKHOSDA_1_H5YH5DSXC.UDI304,,,,,,,,,
EMOBON00342,VB,003-0,filters,DBB_AAKIOSDA_1_H5YH5DSXC.UDI305,,,,,,,,,
EMOBON00343,VB,003-0,filters,DBB_AAKJOSDA_1_HV3HNDSX7.UDI255,,,,,,,,,
EMOBON00344,VB,003-0,filters,DBB_AAKKOSDA_1_HV3HNDSX7.UDI267,,,,,,,,,
EMOBON00345,VB,003-0,filters,DBB_AAKLOSDA_1_H5YH5DSXC.UDI306,,,,,,,,,
EMOBON00346,VB,003-0,filters,DBB_AAKMOSDA_1_H5YH5DSXC.UDI307,,,,,,,,,
EMOBON00347,VB,003-0,filters,DBB_AAKNOSDA_1_HV3HNDSX7.UDI279,,,,,,,,,
EMOBON00348,VB,003-0,filters,DBB_AAKOOSDA_1_HV3HNDSX7.UDI196,,,,,,,,,
EMOBON00349,VB,003-0,filters,DBB_AAKPOSDA_1_H5YH5DSXC.UDI308,,,,,,,,,
EMOBON00350,VB,003-0,filters,DBB_AAKQOSDA_1_H5YH5DSXC.UDI340,,,,,,,,,
EMOBON00351,VB,003-0,filters,DBB_AAKROSDA_3_H5YGKDSXC.UDI341,,,,,,,,,
EMOBON00352,VB,003-0,filters,DBB_AAKSOSDA_1_HV3HNDSX7.UDI208,,,,,,,,,
EMOBON00353,ROSKOGO,003-0,filters,DBB_AAKTOSDA_2_HV3HNDSX7.UDI170,,,,,,,,,
EMOBON00354,ROSKOGO,003-0,filters,DBB_AAKUOSDA_2_HV3HNDSX7.UDI182,,,,,,,,,
EMOBON00355,ROSKOGO,003-0,filters,DBB_AAKVOSDA_1_HV3HNDSX7.UDI220,,,,,,,,,
EMOBON00356,ROSKOGO,003-0,filters,DBB_AAKWOSDA_1_HV3HNDSX7.UDI232,,,,,,,,,
EMOBON00357,ROSKOGO,003-0,filters,DBB_AAKXOSDA_2_HV3HNDSX7.UDI099,,,,,,,,,
EMOBON00358,ROSKOGO,003-0,filters,DBB_AAKYOSDA_2_HV3HNDSX7.UDI111,,,,,,,,,
EMOBON00359,ROSKOGO,003-0,filters,DBB_AAKZOSDA_1_HV3HNDSX7.UDI244,,,,,,,,,
EMOBON00360,ROSKOGO,003-0,filters,DBB_AALAOSDA_1_HV3HNDSX7.UDI256,,,,,,,,,
EMOBON00361,ROSKOGO,003-0,filters,DBB_AALBOSDA_2_HV3HNDSX7.UDI123,,,,,,,,,
EMOBON00362,ROSKOGO,003-0,filters,DBB_AALCOSDA_1_H5YH5DSXC.UDI342,,,,,,,,,
EMOBON00363,ROSKOGO,003-0,filters,DBB_AALDOSDA_1_HV3HNDSX7.UDI268,,,,,,,,,
EMOBON00364,ROSKOGO,003-0,filters,DBB_AALEOSDA_1_HV3HNDSX7.UDI280,,,,,,,,,
EMOBON00365,ROSKOGO,003-0,filters,DBB_AALFOSDA_2_HV3HNDSX7.UDI135,,,,,,,,,
EMOBON00366,ROSKOGO,003-0,filters,DBB_AALGOSDA_2_HV3HNDSX7.UDI147,,,,,,,,,
EMOBON00367,ROSKOGO,003-0,filters,DBB_AALHOSDA_1_HV3HNDSX7.UDI197,,,,,,,,,
EMOBON00368,ROSKOGO,003-0,filters,DBB_AALIOSDA_1_HV3HNDSX7.UDI209,,,,,,,,,
EMOBON00375,ESC68N,003-0,filters,,,,,,,,,,
EMOBON00376,ESC68N,003-0,filters,,,,,,,,,,
EMOBON00377,ESC68N,003-0,filters,,,,,,,,,,
EMOBON00378,ESC68N,003-0,filters,,,,,,,,,,
EMOBON00379,ESC68N,003-0,filters,,,,,,,,,,
EMOBON00380,ESC68N,003-0,filters,,,,,,,,,,
EMOBON00381,ESC68N,003-0,filters,,,,,,,,,,
EMOBON00382,ESC68N,003-0,filters,,,,,,,,,,
EMOBON00383,ESC68N,003-0,filters,,,,,,,,,,
EMOBON00384,ESC68N,003-0,filters,,,,,,,,,,
EMOBON00385,ESC68N,003-0,filters,,,,,,,,,,
EMOBON00386,ESC68N,003-0,filters,,,,,,,,,,
EMOBON00387,ESC68N,003-0,filters,DBB_AALVOSDA_1_H5YH5DSXC.UDI343,,,,,,,,,
EMOBON00388,ESC68N,003-0,filters,DBB_AALWOSDA_2_HV3HNDSX7.UDI159,,,,,,,,,
EMOBON00389,ESC68N,003-0,filters,DBB_AALXOSDA_1_HV3HNDSX7.UDI221,,,,,,,,,
EMOBON00390,ESC68N,003-0,filters,DBB_AALYOSDA_1_HV3HNDSX7.UDI233,,,,,,,,,
EMOBON00391,PiEGetxo,003-0,filters,DBB_AALZOSDA_2_HV3HNDSX7.UDI171,,,,,,,,,
EMOBON00392,PiEGetxo,003-0,filters,DBB_AAMAOSDA_2_HV3HNDSX7.UDI183,,,,,,,,,
EMOBON00393,PiEGetxo,003-0,filters,DBB_AAMBOSDA_1_HV3HNDSX7.UDI245,,,,,,,,,
EMOBON00394,PiEGetxo,003-0,filters,DBB_AAMCOSDA_1_HV3HNDSX7.UDI257,,,,,,,,,
EMOBON00395,PiEGetxo,003-0,filters,DBB_AAMDOSDA_2_HV3HNDSX7.UDI100,,,,,,,,,
EMOBON00396,PiEGetxo,003-0,filters,DBB_AAMEOSDA_2_HV3HNDSX7.UDI112,,,,,,,,,
EMOBON00397,PiEGetxo,003-0,filters,DBB_AAMFOSDA_3_H5YGKDSXC.UDI344,,,,,,,,,
EMOBON00398,PiEGetxo,003-0,filters,DBB_AAMGOSDA_3_H5YGKDSXC.UDI345,,,,,,,,,
EMOBON00399,PiEGetxo,003-0,filters_blank,,,,,,,,,,
EMOBON00400,PiEGetxo,003-0,filters_blank,,,,,,,,,,
EMOBON00401,PiEGetxo,003-0,filters,DBB_AAMHOSDA_2_HV3HNDSX7.UDI124,,,,,,,,,
EMOBON00402,PiEGetxo,003-0,filters,DBB_AAMIOSDA_2_HV3HNDSX7.UDI136,,,,,,,,,
EMOBON00403,PiEGetxo,003-0,filters,DBB_AAMJOSDA_1_HV3HNDSX7.UDI269,,,,,,,,,
EMOBON00404,PiEGetxo,003-0,filters,DBB_AAMKOSDA_1_HV3HNDSX7.UDI281,,,,,,,,,
EMOBON00405,PiEGetxo,003-0,filters,DBB_AAMLOSDA_2_HV3HNDSX7.UDI148,,,,,,,,,
EMOBON00406,PiEGetxo,003-0,filters,DBB_AAMMOSDA_2_HV3HNDSX7.UDI160,,,,,,,,,
EMOBON00407,PiEGetxo,003-0,filters,DBB_AAMNOSDA_1_HV3HNDSX7.UDI198,,,,,,,,,
EMOBON00408,PiEGetxo,003-0,filters,DBB_AAMOOSDA_1_HW7YYDSX7.UDI210,,,,,,,,,
EMOBON00409,RFormosa,003-0,filters,DBB_AAMPOSDA_1_H5YH5DSXC.UDI309,,,,,,,,,
EMOBON00410,RFormosa,003-0,filters,DBB_AAMQOSDA_1_H5YH5DSXC.UDI346,,,,,,,,,
EMOBON00411,RFormosa,003-0,filters,DBB_AAMROSDA_1_HW7YYDSX7.UDI222,,,,,,,,,
EMOBON00412,RFormosa,003-0,filters,DBB_AAMSOSDA_1_HW7YYDSX7.UDI234,,,,,,,,,
EMOBON00413,RFormosa,003-0,filters,DBB_AAMTOSDA_2_HV3HNDSX7.UDI172,,,,,,,,,
EMOBON00414,RFormosa,003-0,filters,DBB_AAMUOSDA_2_HV3HNDSX7.UDI184,,,,,,,,,
EMOBON00415,RFormosa,003-0,filters,DBB_AAMVOSDA_1_HW7YYDSX7.UDI246,,,,,,,,,
EMOBON00416,RFormosa,003-0,filters,DBB_AAMWOSDA_1_HW7YYDSX7.UDI258,,,,,,,,,
EMOBON00417,RFormosa,003-0,filters,DBB_AAMXOSDA_2_HV3HNDSX7.UDI101,,,,,,,,,
EMOBON00418,RFormosa,003-0,filters,DBB_AAMYOSDA_2_HV3HNDSX7.UDI113,,,,,,,,,
EMOBON00419,RFormosa,003-0,filters,DBB_AAMZOSDA_1_HW7YYDSX7.UDI270,,,,,,,,,
EMOBON00420,RFormosa,003-0,filters,DBB_AANAOSDA_1_HW7YYDSX7.UDI282,,,,,,,,,
EMOBON00421,RFormosa,003-0,filters,DBB_AANBOSDA_2_HV3HNDSX7.UDI125,,,,,,,,,
EMOBON00422,RFormosa,003-0,filters,DBB_AANCOSDA_2_HV3HNDSX7.UDI137,,,,,,,,,
EMOBON00423,RFormosa,003-0,filters,DBB_AANDOSDA_1_HW7YYDSX7.UDI199,,,,,,,,,
EMOBON00424,RFormosa,003-0,filters,DBB_AANEOSDA_1_HW7YYDSX7.UDI211,,,,,,,,,
EMOBON00433,NRMCB,003-0,filters,DBB_AANFOSDA_2_HV3HNDSX7.UDI149,,,,,,,,,
EMOBON00434,NRMCB,003-0,filters,DBB_AANGOSDA_1_H5YH5DSXC.UDI347,,,,,,,,,
EMOBON00435,NRMCB,003-0,filters,DBB_AANHOSDA_1_HW7YYDSX7.UDI223,,,,,,,,,
EMOBON00436,NRMCB,003-0,filters,DBB_AANIOSDA_1_HW7YYDSX7.UDI235,,,,,,,,,
EMOBON00437,NRMCB,003-0,filters,DBB_AANJOSDA_2_HV3HNDSX7.UDI161,,,,,,,,,
EMOBON00438,NRMCB,003-0,filters,DBB_AANKOSDA_1_H5YH5DSXC.UDI352,,,,,,,,,
EMOBON00439,NRMCB,003-0,filters,DBB_AANLOSDA_1_HW7YYDSX7.UDI247,,,,,,,,,
EMOBON00440,NRMCB,003-0,filters,DBB_AANMOSDA_1_HW7YYDSX7.UDI259,,,,,,,,,
EMOBON00441,NRMCB,003-0,filters,DBB_AANNOSDA_2_HV3HNDSX7.UDI173,,,,,,,,,
EMOBON00442,NRMCB,003-0,filters,DBB_AANOOSDA_2_HV3HNDSX7.UDI185,,,,,,,,,
EMOBON00443,NRMCB,003-0,filters,DBB_AANPOSDA_1_HW7YYDSX7.UDI271,,,,,,,,,
EMOBON00444,NRMCB,003-0,filters,DBB_AANQOSDA_1_HW7YYDSX7.UDI283,,,,,,,,,
EMOBON00445,NRMCB,003-0,filters_blank,,,,,,,,,,
EMOBON00446,NRMCB,003-0,filters_blank,,,,,,,,,,
EMOBON00447,NRMCB,003-0,filters,DBB_AANROSDA_1_H5YH5DSXC.UDI353,,,,,,,,,
EMOBON00448,NRMCB,003-0,filters,DBB_AANSOSDA_1_H5YH5DSXC.UDI354,,,,,,,,,
EMOBON00449,NRMCB,003-0,filters,DBB_AANTOSDA_1_HW7YYDSX7.UDI200,,,,,,,,,
EMOBON00450,NRMCB,003-0,filters,DBB_AANUOSDA_1_HW7YYDSX7.UDI212,,,,,,,,,
EMOBON00467,OSD74,003-0,filters,DBB_AANVOSDA_3_H5YGKDSXC.UDI310,,,,,,,,,
EMOBON00468,OSD74,003-0,filters,DBB_AANWOSDA_3_H5YGKDSXC.UDI311,,,,,,,,,
EMOBON00469,OSD74,003-0,filters,DBB_AANXOSDA_2_HV3HNDSX7.UDI102,,,,,,,,,
EMOBON00470,OSD74,003-0,filters,DBB_AANYOSDA_3_HW7YYDSX7.UDI114,,,,,,,,,
EMOBON00471,OSD74,003-0,filters,DBB_AANZOSDA_1_HW7YYDSX7.UDI224,,,,,,,,,
EMOBON00472,OSD74,003-0,filters,DBB_AAOAOSDA_1_HW7YYDSX7.UDI236,,,,,,,,,
EMOBON00473,OSD74,003-0,filters,DBB_AAOBOSDA_3_HW7YYDSX7.UDI126,,,,,,,,,
EMOBON00474,OSD74,003-0,filters,DBB_AAOCOSDA_3_HW7YYDSX7.UDI138,,,,,,,,,
EMOBON00475,OSD74,003-0,filters,DBB_AAODOSDA_1_HW7YYDSX7.UDI248,,,,,,,,,
EMOBON00476,OSD74,003-0,filters,DBB_AAOEOSDA_1_HW7YYDSX7.UDI260,,,,,,,,,
EMOBON00477,OSD74,003-0,filters,DBB_AAOFOSDA_3_HW7YYDSX7.UDI150,,,,,,,,,
EMOBON00478,OSD74,003-0,filters,DBB_AAOGOSDA_3_HW7YYDSX7.UDI162,,,,,,,,,
EMOBON00479,OSD74,003-0,filters,DBB_AAOHOSDA_1_HW7YYDSX7.UDI272,,,,,,,,,
EMOBON00480,OSD74,003-0,filters,DBB_AAOIOSDA_1_HW7YYDSX7.UDI284,,,,,,,,,
EMOBON00481,OSD74,003-0,filters,DBB_AAOJOSDA_3_HW7YYDSX7.UDI174,,,,,,,,,
EMOBON00482,OSD74,003-0,filters,DBB_AAOKOSDA_3_HW7YYDSX7.UDI186,,,,,,,,,
EMOBON00483,HCMR-1,003-0,filters,DBB_AAOLOSDA_1_H5YH5DSXC.UDI355,,,,,,,,,
EMOBON00484,HCMR-1,003-0,filters,DBB_AAOMOSDA_3_HW7YYDSX7.UDI103,,,,,,,,,
EMOBON00485,HCMR-1,003-0,filters,DBB_AAONOSDA_1_HW7YYDSX7.UDI201,,,,,,,,,
EMOBON00486,HCMR-1,003-0,filters,DBB_AAOOOSDA_1_HW7YYDSX7.UDI213,,,,,,,,,
EMOBON00487,HCMR-1,003-0,filters,DBB_AAOPOSDA_1_H5YH5DSXC.UDI316,,,,,,,,,
EMOBON00488,HCMR-1,003-0,filters,DBB_AAOQOSDA_1_H5YH5DSXC.UDI317,,,,,,,,,
EMOBON00489,HCMR-1,003-0,filters,DBB_AAOROSDA_1_HW7YYDSX7.UDI225,,,,,,,,,
EMOBON00490,HCMR-1,003-0,filters,DBB_AAOSOSDA_1_HW7YYDSX7.UDI237,,,,,,,,,
EMOBON00491,HCMR-1,003-0,filters,DBB_AAOTOSDA_1_H5YH5DSXC.UDI356,,,,,,,,,
EMOBON00492,HCMR-1,003-0,filters,DBB_AAOUOSDA_1_H5YH5DSXC.UDI357,,,,,,,,,
EMOBON00493,HCMR-1,003-0,filters,DBB_AAOVOSDA_1_HW7YYDSX7.UDI249,,,,,,,,,
EMOBON00494,HCMR-1,003-0,filters,DBB_AAOWOSDA_1_HW7YYDSX7.UDI261,,,,,,,,,
EMOBON00495,HCMR-1,003-0,filters_blank,,,,,,,,,,
EMOBON00496,HCMR-1,003-0,filters_blank,,,,,,,,,,
EMOBON00497,HCMR-1,003-0,filters,DBB_AAOXOSDA_3_HW7YYDSX7.UDI115,,,,,,,,,
EMOBON00498,HCMR-1,003-0,filters,DBB_AAOYOSDA_3_HW7YYDSX7.UDI127,,,,,,,,,
EMOBON00499,HCMR-1,003-0,filters,DBB_AAOZOSDA_1_HW7YYDSX7.UDI273,,,,,,,,,
EMOBON00500,HCMR-1,003-0,filters,DBB_AAPAOSDA_1_HW7YYDSX7.UDI285,,,,,,,,,
EMOBON00501,HCMR-1,003-0,filters_blank,,,,,,,,,,
EMOBON00502,HCMR-1,003-0,filters_blank,,,,,,,,,,
EMOBON00503,HCMR-1,003-0,filters,DBB_AAPBOSDA_1_H5YH5DSXC.UDI358,,,,,,,,,
EMOBON00504,HCMR-1,003-0,filters,DBB_AAPCOSDA_1_H5YH5DSXC.UDI359,,,,,,,,,
EMOBON00505,HCMR-1,003-0,filters,DBB_AAPDOSDA_1_HW7YYDSX7.UDI202,,,,,,,,,
EMOBON00506,HCMR-1,003-0,filters,DBB_AAPEOSDA_1_HW7YYDSX7.UDI214,,,,,,,,,
EMOBON00507,HCMR-1,003-0,filters,DBB_AAPFOSDA_1_H5YH5DSXC.UDI364,,,,,,,,,
EMOBON00508,HCMR-1,003-0,filters,DBB_AAPGOSDA_3_HW7YYDSX7.UDI139,,,,,,,,,
EMOBON00509,HCMR-1,003-0,filters,DBB_AAPHOSDA_1_HW7YYDSX7.UDI226,,,,,,,,,
EMOBON00510,HCMR-1,003-0,filters,DBB_AAPIOSDA_1_HW7YYDSX7.UDI238,,,,,,,,,
EMOBON00511,Bergen,003-0,filters,DBB_AAPJOSDA_1_H5YH5DSXC.UDI365,,,,,,,,,
EMOBON00512,Bergen,003-0,filters,DBB_AAPKOSDA_1_H5YH5DSXC.UDI318,,,,,,,,,
EMOBON00513,Bergen,003-0,filters,DBB_AAPLOSDA_1_HW7YYDSX7.UDI250,,,,,,,,,
EMOBON00514,Bergen,003-0,filters,DBB_AAPMOSDA_1_HW7YYDSX7.UDI262,,,,,,,,,
EMOBON00515,Bergen,003-0,filters,DBB_AAPNOSDA_3_HW7YYDSX7.UDI151,,,,,,,,,
EMOBON00516,Bergen,003-0,filters,DBB_AAPOOSDA_3_HW7YYDSX7.UDI163,,,,,,,,,
EMOBON00517,Bergen,003-0,filters,DBB_AAPPOSDA_1_HW7YYDSX7.UDI274,,,,,,,,,
EMOBON00518,Bergen,003-0,filters,DBB_AAPQOSDA_1_HW7YYDSX7.UDI286,,,,,,,,,
EMOBON00519,Bergen,003-0,filters_blank,,,,,,,,,,
EMOBON00520,Bergen,003-0,filters_blank,,,,,,,,,,
EMOBON00521,Bergen,003-0,filters,DBB_AAPROSDA_3_HW7YYDSX7.UDI175,,,,,,,,,
EMOBON00522,Bergen,003-0,filters,DBB_AAPSOSDA_3_HW7YYDSX7.UDI187,,,,,,,,,
EMOBON00523,Bergen,003-0,filters,DBB_AAPTOSDA_1_HW7YYDSX7.UDI203,,,,,,,,,
EMOBON00524,Bergen,003-0,filters,DBB_AAPUOSDA_1_HW7YYDSX7.UDI215,,,,,,,,,
EMOBON00525,UMF,003-0,filters,DBB_AAPVOSDA_3_HW7YYDSX7.UDI104,,,,,,,,,
EMOBON00526,UMF,003-0,filters,DBB_AAPWOSDA_3_HW7YYDSX7.UDI116,,,,,,,,,
EMOBON00527,UMF,003-0,filters,DBB_AAPXOSDA_4_H5YGKDSXC.UDI227,,,,,,,,,
EMOBON00528,UMF,003-0,filters,DBB_AAPYOSDA_4_H5YGKDSXC.UDI239,,,,,,,,,
EMOBON00529,UMF,003-0,filters,DBB_AAPZOSDA_4_H5YGKDSXC.UDI251,,,,,,,,,
EMOBON00530,UMF,003-0,filters,DBB_AAQAOSDA_4_H5YGKDSXC.UDI263,,,,,,,,,
EMOBON00531,UMF,003-0,filters,DBB_AAQBOSDA_4_H5YGKDSXC.UDI275,,,,,,,,,
EMOBON00532,UMF,003-0,filters,DBB_AAQCOSDA_4_H5YGKDSXC.UDI287,,,,,,,,,
EMOBON00533,IUIEilat,003-0,filters,DBB_AAQDOSDA_4_H5YGKDSXC.UDI204,,,,,,,,,
EMOBON00534,IUIEilat,003-0,filters,DBB_AAQEOSDA_4_H5YGKDSXC.UDI216,,,,,,,,,
EMOBON00535,IUIEilat,003-0,filters,DBB_AAQFOSDA_1_H5YH5DSXC.UDI366,,,,,,,,,
EMOBON00536,IUIEilat,003-0,filters,DBB_AAQGOSDA_3_HW7YYDSX7.UDI128,,,,,,,,,
EMOBON00537,IUIEilat,003-0,filters,DBB_AAQHOSDA_4_H5YGKDSXC.UDI228,,,,,,,,,
EMOBON00538,IUIEilat,003-0,filters,DBB_AAQIOSDA_4_H5YGKDSXC.UDI240,,,,,,,,,
EMOBON00539,IUIEilat,003-0,filters,DBB_AAQJOSDA_3_HW7YYDSX7.UDI140,,,,,,,,,
EMOBON00540,IUIEilat,003-0,filters,DBB_AAQKOSDA_3_HW7YYDSX7.UDI152,,,,,,,,,
EMOBON00541,IUIEilat,003-0,filters,DBB_AAQLOSDA_4_H5YGKDSXC.UDI252,,,,,,,,,
EMOBON00542,IUIEilat,003-0,filters,DBB_AAQMOSDA_4_H5YGKDSXC.UDI264,,,,,,,,,
EMOBON00543,IUIEilat,003-0,filters,DBB_AAQNOSDA_1_H5YH5DSXC.UDI367,,,,,,,,,
EMOBON00544,IUIEilat,003-0,filters,DBB_AAQOOSDA_3_HW7YYDSX7.UDI164,,,,,,,,,
EMOBON00285,BPNS,003-0,sediment,DBH_AABMOSDA_2_HJWK3DSX7.UDI353,,,,,,,,,
EMOBON00286,BPNS,003-0,sediment,,,,,,,,,,
EMOBON00287,BPNS,003-0,sediment,DBH_AABOOSDA_2_HJWK3DSX7.UDI349,,,,,,,,,
EMOBON00288,BPNS,003-0,sediment,DBH_AABPOSDA_2_HJWK3DSX7.UDI350,,,,,,,,,
EMOBON00289,BPNS,003-0,sediment,DBH_AABQOSDA_2_HJWK3DSX7.UDI355,,,,,,,,,
EMOBON00290,BPNS,003-0,sediment,DBH_AABROSDA_2_HJWK3DSX7.UDI356,,,,,,,,,
EMOBON00369,ROSKOGO,003-0,sediment,DBH_AABSOSDA_2_HJWK3DSX7.UDI001,,,,,,,,,
EMOBON00370,ROSKOGO,003-0,sediment,DBH_AABUOSDA_2_HJWK3DSX7.UDI025,,,,,,,,,
EMOBON00371,ROSKOGO,003-0,sediment,DBH_AABVOSDA_2_HJWK3DSX7.UDI037,,,,,,,,,
EMOBON00372,ROSKOGO,003-0,sediment,DBH_AABWOSDA_2_HJWK3DSX7.UDI049,,,,,,,,,
EMOBON00373,ROSKOGO,003-0,sediment,DBH_AABTOSDA_2_HJWK3DSX7.UDI013,,,,,,,,,
EMOBON00374,ROSKOGO,003-0,sediment,DBH_AABXOSDA_2_HJWK3DSX7.UDI061,,,,,,,,,
EMOBON00425,RFormosa,003-0,sediment,DBH_AABYOSDA_2_HJWK3DSX7.UDI073,,,,,,,,,
EMOBON00426,RFormosa,003-0,sediment,DBH_AABZOSDA_2_HJWK3DSX7.UDI085,,,,,,,,,
EMOBON00427,RFormosa,003-0,sediment,DBH_AACDOSDA_2_HJWK3DSX7.UDI038,,,,,,,,,
EMOBON00428,RFormosa,003-0,sediment,DBH_AACEOSDA_2_HJWK3DSX7.UDI050,,,,,,,,,
EMOBON00429,RFormosa,003-0,sediment,DBH_AACFOSDA_2_HJWK3DSX7.UDI062,,,,,,,,,
EMOBON00430,RFormosa,003-0,sediment,DBH_AACAOSDA_2_HJWK3DSX7.UDI002,,,,,,,,,
EMOBON00431,RFormosa,003-0,sediment,DBH_AACBOSDA_2_HJWK3DSX7.UDI014,,,,,,,,,
EMOBON00432,RFormosa,003-0,sediment,DBH_AACCOSDA_2_HJWK3DSX7.UDI026,,,,,,,,,
EMOBON00451,NRMCB,003-0,sediment,DBH_AACGOSDA_2_HJWK3DSX7.UDI074,,,,,,,,,
EMOBON00452,NRMCB,003-0,sediment,DBH_AACHOSDA_2_HJWK3DSX7.UDI086,,,,,,,,,
EMOBON00453,NRMCB,003-0,sediment,DBH_AACIOSDA_2_HJWK3DSX7.UDI003,,,,,,,,,
EMOBON00454,NRMCB,003-0,sediment,DBH_AACJOSDA_2_HJWK3DSX7.UDI015,,,,,,,,,
EMOBON00455,NRMCB,003-0,sediment,DBH_AACKOSDA_2_HJWK3DSX7.UDI027,,,,,,,,,
EMOBON00456,NRMCB,003-0,sediment,DBH_AACTOSDA_2_HJWK3DSX7.UDI051,,,,,,,,,
EMOBON00457,NRMCB,003-0,sediment,DBH_AACLOSDA_2_HJWK3DSX7.UDI039,,,,,,,,,
EMOBON00458,NRMCB,003-0,sediment,DBH_AACUOSDA_2_HJWK3DSX7.UDI063,,,,,,,,,
EMOBON00459,OOB,003-0,sediment,DBH_AACVOSDA_2_HJWK3DSX7.UDI362,,,,,,,,,
EMOBON00460,OOB,003-0,sediment,DBH_AACMOSDA_2_HJWK3DSX7.UDI357,,,,,,,,,
EMOBON00461,OOB,003-0,sediment,DBH_AACNOSDA_2_HJWK3DSX7.UDI358,,,,,,,,,
EMOBON00462,OOB,003-0,sediment,DBH_AACOOSDA_2_HJWK3DSX7.UDI359,,,,,,,,,
EMOBON00463,OOB,003-0,sediment,DBH_AACQOSDA_2_HJWK3DSX7.UDI360,,,,,,,,,
EMOBON00464,OOB,003-0,sediment,DBH_AACROSDA_2_HJWK3DSX7.UDI351,,,,,,,,,
EMOBON00465,OOB,003-0,sediment,DBH_AACPOSDA_2_HJWK3DSX7.UDI354,,,,,,,,,
EMOBON00466,OOB,003-0,sediment,DBH_AACSOSDA_2_HJWK3DSX7.UDI361,,,,,,,,,
EMOBON00545,ROSKOGO,003-0,sediment,,,,,,,,,,
EMOBON00547,BPNS,003-0,sediment,,,,,,,,,,
EMOBON00548,BPNS,003-0,sediment,,,,,,,,,,
EMOBON00549,BPNS,003-0,sediment,,,,,,,,,,
EMOBON00550,BPNS,003-0,sediment,,,,,,,,,,
EMOBON00551,BPNS,003-0,sediment,,,,,,,,,,
EMOBON00552,BPNS,003-0,sediment_blank,,,,,,,,,,
EMOBON00553,OOB,003-0,sediment,,,,,,,,,,
EMOBON00554,OOB,003-0,sediment,,,,,,,,,,
EMOBON00555,OOB,003-0,sediment,,,,,,,,,,
EMOBON00556,OOB,003-0,sediment,,,,,,,,,,
EMOBON00557,OOB,003-0,sediment,,,,,,,,,,
EMOBON00558,OOB,003-0,sediment,,,,,,,,,,
EMOBON00559,OOB,003-0,sediment,,,,,,,,,,
EMOBON00560,OOB,003-0,sediment,,,,,,,,,,
EMOBON00546,MarBIo,003-0,sediment,DBQ_AAAAOSTA_1_HGVH5DRX3.UDI364-BID16,,,,,,,,,
